ID,URL,店舗名,カテゴリ,地域,お一人様予算,住所,電話番号,営業時間,クレジットカード,定休日,URL (Google map),lat,lng,Blog 1 (title),Blog 1 (URL),Blog 2 (title),Blog 2 (URL),Blog 3 (title),Blog 3 (URL),Blog 4 (title),Blog 4 (URL),ウェブサイト,,
93,http://www.bangmeshi.com/shop/takaki/,和風中華居酒屋 タカキ,居酒屋,Thong Lo,普通,936/3 Sukhumvit 55 Rd.,"02-714-9977, 087-050-2968（日本語）","月-金 17:30-1:00</br> 土祝 11:30-14:00,17:00-24:00",VISA/ MASTER/ JCB,日,https://goo.gl/maps/jmdVkVuzMCo,13.7391666,100.5822835,トンローにある【和風中華居酒屋TAKAKI】の汁なし担々麵が絶品だった！ランチは土曜日＆祝日限定！ | バンコクに一生住む？,https://bkk-issyou.net/takaki,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
94,http://www.bangmeshi.com/shop/%e9%85%94%e8%8a%b1/,居酒屋 酔花,居酒屋,Asok,普通,"126/1 Soi Prasanmit, Sukhumvit 23 Rd. ","062-610-5112, 02-260-9554",17:00-24:00（L.O. 23:45）,VISA/ MASTER/ JCB,なし,https://goo.gl/maps/qkhuqkQhm972,13.7382651,100.5627966,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
95,http://www.bangmeshi.com/shop/%e3%82%a2%e3%83%ad%e3%82%b9/,ARROZ Spanish Rice House,スペイン料理,Thong Lo,普通,"112, Soi 53, Sukhumvit Rd.",02-258-7696,"平日 17:30-23:00, 土日 11:30-15:00, 17:30–23:00",VISA / MASTER,火,https://goo.gl/maps/vgHQ87PxwJF2,13.7238816,100.5688129,【西】　オシャレなスペイン料理レストラン　ARROZ Spanish Rice House at Sukhumvit Soi 53 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52211047.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
96,http://www.bangmeshi.com/shop/hokkaido-soup-curry-shop/,北海道スープカレー屋,和食,Thong Lo,手軽,"1F.Benz Mall, Thonglor Soi 18, Sukhumvit 55 Rd.",086-098-9664（日本語）,"火-土11:30-14:00, 17:00-23:00, 日月17:00-23:00 ",,なし,https://goo.gl/maps/7qeeTHY8Bdm,13.7353456,100.5812907,トンローにある【北海道スープカレー屋】のスープカレーがめっちゃ美味しかった！ | バンコクに一生住む？,https://bkk-issyou.net/thonglor-soup-curry,毎日食べられる激ウマスープカレー！北海道スープカレー屋＠トンロー | 子連れで海外生活@タイでマイペンライ,https://kyon-thai.com/archives/17265647.html,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
97,http://www.bangmeshi.com/shop/avra/,AVRA,珍しいジャンル,Phrom Phong,普通,"Bangkok Hotel Lotus, Soi 33 Sukhumvit Rd.",02-258-2877,"月-金 11:30-15:00, 18:30-22:00, 土日12:00-22:00",VISA / MASTER,なし,https://goo.gl/maps/MpV649R6fnS2,13.733401,100.5650813,【バンコク・ギリシャ料理】スクンビット・ソイ33「アブラ バンコク（Avra Bangkok）」 | 続・Weekender@Bangkok,https://weekenderbangkok.com/avra-bangkok,,,,,,,"<a href=""""http://avrabkk.com"""" target=""""_blank"""" rel=""""nofollow"""">http://avrabkk.com</a>",,
98,http://www.bangmeshi.com/shop/toban-dining-18/,陶板ダイニング18,和食,Thong Lo,手軽,2/8 soi 34 Sukhumvit Rd.,02-117-3660,17:00-24:00 (L.O.23:00),VISA/MASTER/JCB,なし,https://goo.gl/maps/H7rdVMvDhaq,13.7252539,100.5739599,【バンコク・居酒屋】スクンビット・ソイ34「陶板ダイニング18」はたしかにコスパが高かった | 続・Weekender@Bangkok,https://weekenderbangkok.com/entry/2017/05/14/121818,リーズナブルで美味しい居酒屋「陶板ダイニング18」@スクンビットソイ34 | BANGKOK GIRLS NOTE,https://www.bangkok-pukuko.com/entry/toban-dining18,【居】　コストパフォーマンスが良い居酒屋　陶板ダイニング18　TOBAN Dining 18 at　Sukhumvit Soi 34 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52182507.html,,,"<a href=""""http://shimokitazawa18.jp/"""" target=""""_blank"""" rel=""""nofollow"""">http://shimokitazawa18.jp/</a>",,
99,http://www.bangmeshi.com/shop/katana-2/,刀 新日本料理としゃぶしゃぶ ,会席料理,Asok,高め,"Soi 23, Sukhumvit Rd.(Soi Prasanmit) ",02-088-0706,17:30-22:30（L.O.）,VISA/MASTER/JCB/AMEX,-,https://goo.gl/maps/PemFwX6R54r,13.7252537,100.5673938,【和】　The・会席レストラン　刀・KATANA　at　Sukhumvit Soi 23 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52184362.html,,,,,,,"<a href=""""http://ssjd-katana.com/"""" target=""""_blank"""" rel=""""nofollow"""">http://ssjd-katana.com/</a>",,
100,http://www.bangmeshi.com/shop/hokkaido-shirokumaya/,北海道しろくま屋,和食,Asok,普通,"120/29-30 Soi 23, Sukhumvit Rd.","098-661-8898 (日本語), 02-058-4904","火-土 17:00-24:00, 日祝 16:00-23:00",VISA / MASTER / UnionPay / JCB,月,https://goo.gl/maps/ZPEtPMnR6hJ2,13.740082,100.5633443,,,,,,,,,"<a href=""""http://sirokumaya.com"""" target=""""_blank"""" rel=""""nofollow"""">http://sirokumaya.com</a>",,
101,http://www.bangmeshi.com/shop/pint-beer-park/,Pint Beer Park,洋食,Ekkamai,普通,Park Lane Ekamai,"02-382-0071, 086-057-6868",17:00-1:00 (L.O.23:00),VISA / MASTER / JCB,なし,https://goo.gl/maps/S1qUbe49PJk,13.7234182,100.5819884,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
102,http://www.bangmeshi.com/shop/nanase/,鶏そば 七星,ラーメン,Thong Lo,普通,"Between Soi 55 and Soi 57, Sukhumvit Rd.",02-013-4159,11:00-2:00,-,毎月1日,https://goo.gl/maps/kzMZkzV5T4B2,13.7234744,100.5776995,トンローのラーメン屋【七星】の台湾まぜそばはおすすめ！ついでに淡麗七星鶏そばも食べたよ！ | バンコクに一生住む？,https://bkk-issyou.net/tonglonanasemazesoba,新感覚！屋台風店内で提供される激安ラーメン「七星」@トンロー駅チカ | サクのバンコク生活日記,https://www.saku-bangkok.net/entry/2015/10/25/000000,【コラーゲンたっぷり！鶏そば】七星ラーメン (ななせ)@トンロー | 子連れで海外生活@タイでマイペンライ,https://kyon-thai.com/archives/17727910.html,安うまラーメン店に潜入！鶏そば七星＠トンロー | BANGKOK GIRLS NOTE,https://www.bangkok-pukuko.com/entry/2015-11-21-193543,"<a href=""""http://www.nanase-th.com"""" target=""""_blank"""" rel=""""nofollow"""">http://www.nanase-th.com</a>",,
103,http://www.bangmeshi.com/shop/itoya/,伊藤家（プロンポン）,居酒屋,Phrom Phong,手軽,"Soi 26, Sukhumvit Rd.","プロンポン店：02-055-3870 (16:00-), 094-181-0139(-16:00) <br />トンロー店：02-713-6688",17:30-1:00 (L.O.24:00),VISA/ MASTER/ AMEX/ JCB,なし,https://goo.gl/maps/gnUMjB5ymbE2,13.728486,100.5677256,【鳥】　伊藤家　at　Sukhumvit Soi 26 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52164402.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
104,,伊藤家,居酒屋,Thong Lo,手軽,"40 10110 Sukhumvit 101/1 Rd - ซอย วชิรธรรมสาธิต 38 Bang Chak, Khet Khlong Toei, Krung Thep Maha Nakhon 10260",,,,,https://goo.gl/maps/wwBouLFv5TH2,13.7284858,100.5611595,【居】　お財布にやさしい居酒屋！！！　伊藤家　（ITOYA) at Sukhumvit Soi 38 と 40の間 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52212254.html,,,,,,,,,
105,http://www.bangmeshi.com/shop/zoom-sky-bar-and-restaurant/,Zoom,バー,Chong Nonsi,普通,"Anantara Bangkok Sathorn, 36 Narathiwat-Ratchanakarin Rd.",02-210-9000,17:30-1:00,,なし,https://goo.gl/maps/VoCUc1id87w,13.7170433,100.5298469,シロッコの近くにある、シロッコよりもおすすめのバー③【ZOOM】まだシロッコで消耗してるの？ | バンコクに一生住む？,https://bkk-issyou.net/zoom,【ルーフトップバー】　ZOOM Sky Bar & Restaurant　at　ナラティワート　Soi 8近く | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52089679.html,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
106,http://www.bangmeshi.com/shop/vertigo-and-moon-bar/,Vertigo TOO (Banyan Tree Hotel),バー,Silom,普通,"Banyan Tree Bangkok, 21/100 South Sathorn Rd.",02-679-1200,18:00- 22:30 (Vertigo) 17:00-1:00 (Moon Bar),VISA / MASTER / AMEX / DINERS / JCB,なし,https://goo.gl/maps/nWcnCAdrCdH2,13.7170407,100.5003094,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
107,http://www.bangmeshi.com/shop/scarlett-wine-bar-restaurant/,Scarlett (Pullman Bangkok Hotel G),バー,Silom,普通,"Pullman Bangkok Hotel G, 188 Silom Rd.",096-860-7990,18:00-1:00,VISA / MASTER / AMEX / DINERS / JCB,なし,https://goo.gl/maps/aoX1cEL6TZ12,13.726056,100.5236873,【肉】　37階にテラス席のあるレストラン・バー　Scarlett Wine Bar & Restaurant　at　Pullman Bangkok Hotel G | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52216791.html,,,,,,,"<a href=""""http://www.randblab.com/scarlett-bkk"""" target=""""_blank"""" rel=""""nofollow"""">http://www.randblab.com/scarlett-bkk</a>",,
108,http://www.bangmeshi.com/shop/boon-tong-kee/,Boon Tong Kee,珍しいジャンル,Thong Lo,普通,"1F, Piman 49, 46/10 Soi 49, Sukhumvit Rd.",02-073-9965,"火-金10:00-22:00, 土-月11:00- 22:00",,なし,https://goo.gl/maps/rHyzUTiyN9P2,13.7317559,100.5761422,【鶏】　シンガポールの有名チキンライス屋　文東記　at Sukhumvit Soi49 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52194351.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
109,http://www.bangmeshi.com/shop/waon/,わおん WAON,バー,Phrom Phong,普通,"Soi 26, Sukhumvit Rd.","02-258-1709, 096-516-8882",20:00-2:00 (L.O.1:00),VISA / MASTER / JCB,日,https://goo.gl/maps/5Up1jc16ux22,13.7282831,100.5705299,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
110,http://www.bangmeshi.com/shop/the-beer-cap/,TBC - The Beer Cap,バー,Thong Lo,普通,"The Commons Thonglor, Soi Thonglor 17, Sukhumvit 55 Rd.",02-185-2517,11:00-24:30,VISA / MASTER,なし,https://goo.gl/maps/9G3cQ88u7gw,13.7330473,100.587564,【新】　The Commons　(ザ・コモンズ)　at　トンロー　Soi 17 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52126482.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
111,http://www.bangmeshi.com/shop/wishbeer-home-bar/,Wishbeer Home Bar - Craft Beer Bar,バー,Phra Khanong,普通,"1491 Soi 67, Sukhumvit Rd. ",02-392-1403,17:00-24:00,VISA / MASTER / AMEX / JCB / DINERS,なし,https://goo.gl/maps/Sc16Xp1j6M42,13.716606,100.5876333,【バンコク・ビールバー】プラカノンのビールバー「Wishbeer Home Bar（ウィッシュ・ビアホームバー）」 | 続・Weekender@Bangkok,https://weekenderbangkok.com/entry/2017/05/29/110225,【麦】　ビール専門店でハンバーガー食べてきました　Wishbeer Home Bar - Craft Beer Bar | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52236366.html,,,,,"<a href=""""http://www.wishbeerhomebar.com"""" target=""""_blank"""" rel=""""nofollow"""">http://www.wishbeerhomebar.com</a>",,
112,http://www.bangmeshi.com/shop/old-german-beer-house/,Old German Beer House,ドイツ料理,Nana,普通,"1F Grand President Hotel Tower 3, Soi 11, Sukhumvit Rd.",02-651-3838,8:00-1:00 (L.O.24:00),VISA / MASTER / AMEX / JCB,なし,https://goo.gl/maps/Zt4kymTke132,13.7426872,100.5542561,【独】　OLD GERMAN BEERHOUSE at スクムウィットSoi11 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/51239894.html,,,,,,,"<a href=""""http://www.ogb-bangkok.com"""" target=""""_blank"""" rel=""""nofollow"""">http://www.ogb-bangkok.com</a>",,
113,http://www.bangmeshi.com/shop/suhring/,Suhring,ドイツ料理,Silom,普通,"No.10, Yen Akat Soi 3, Chongnonsi",02-287-1799,18:00-22:00,VISA / MASTER / JCB / DINERS,なし,https://goo.gl/maps/KFjJjaUcD4U2,13.712861,100.546869,【豪】　双子のドイツ人シェフのレストラン　Suhring　at ソイ・イェンアカート | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52201500.html,,,,,,,"<a href=""""http://www.restaurantsuhring.com"""" target=""""_blank"""" rel=""""nofollow"""">http://www.restaurantsuhring.com</a>",,
114,http://www.bangmeshi.com/shop/taberna-jamon-jamon/,Taberna JAMON JAMON,スペイン料理,Asok,普通,"9/1 Soi 20, Sukhumvit Rd.",02-663-4466,5:00-22:00,VISA / MASTER / AMEX / JCB,なし,https://goo.gl/maps/Hz1nHvSQJox,13.7328827,100.5604181,【スペイン料理】　JAMON JAMON (ハモンハモン)　at　Sukhumvit Soi 20 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52071110.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
115,http://www.bangmeshi.com/shop/bei-otto/,Bei Otto,ドイツ料理,Asok,普通,"1 Soi 20, Sukhumvit Rd.","02-260-0869, 02-262-0892",11:00-24:00 (L.O.23:00),VISA / MASTER / AMEX / JCB,なし,https://goo.gl/maps/qNxnSUUgUH52,13.73339,100.5619459,ドイツ料理「Bei Otto（ベイオットー）」でオクトーバーフェスト気分！？@スクンビットソイ20 | BANGKOK GIRLS NOTE,https://www.bangkok-pukuko.com/entry/beiotto,【独】　ドイツ料理レストラン　Bei Otto at　スクムウィットsoi20 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/51559178.html,,,,,"<a href=""""http://www.beiotto.com"""" target=""""_blank"""" rel=""""nofollow"""">http://www.beiotto.com</a>",,
116,http://www.bangmeshi.com/shop/menya-hanabi/,麺屋 やまと,ラーメン,Thong Lo,普通,1033 Sukhumvit Rd.,02-102-6765,"11:30-14:00 (L.O.13:50), 18:00-22:00 (L.O.21:50)",JCB,火,https://goo.gl/maps/DCetWvudjUQ2,13.7242205,100.5765972,トンローにある【麵屋やまと】で台湾まぜそばを食べてきた！ | バンコクに一生住む？,https://bkk-issyou.net/menya-yamato,トンロー駅すぐの元祖まぜそば「麺屋やまと」に行ってみた！ | BANGKOK GIRLS NOTE,https://www.bangkok-pukuko.com/entry/menyayamato-bangkok,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
117,http://www.bangmeshi.com/shop/seiryu-ramen/,九州とんこつ 青龍らーめん,ラーメン,Phrom Phong,普通,"Soi 24/1, Sukhumvit Rd.",02-023-5843,11:00-3:00 (L.O.2:30),,なし,https://goo.gl/maps/iGnf3x6qnzD2,13.7291858,100.5684684,プロンポンにある【青龍ラーメン】は豚骨ラーメンが安く食べられます！ | バンコクに一生住む？,https://bkk-issyou.net/seiryuramen,久々にヒットの豚骨ラーメンに出会えました！青龍らーめん ＠Sukhumvit soi 24/1 | サクのバンコク生活日記,https://www.saku-bangkok.net/entry/2017/05/30/100000,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
118,http://www.bangmeshi.com/shop/nonkiya/,のんき屋,和食,Phrom Phong,手軽,"6/6 Soi 39, Sukhumvit Rd.","06-1404-2340 (日本語), 02-662-7899","月-金17:00-24:00 (L.O.23:00), 土日11:30-14:00, 17:00-24:00",VISA/ MASTER/ JCB,不定休,https://goo.gl/maps/1Mr8qKoL3qm,13.736499,100.5714188,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
119,http://www.bangmeshi.com/shop/hola-barcelona/,Hola Spanish Food (Eight Thonglor),スペイン料理,Thong Lo,普通,"LG Eight Thonglor, Soi Thong Lo 8, Sukhumvit 55 Rd. ",02-713-8387,11:00-23:00,Visa / Master / Diners / Amex / JCB,なし,https://goo.gl/maps/tGQE8gm9Uwp,13.731082,100.5794453,【スペイン料理】　HOLA BARCELONA Spanish food　at　エイトトンロー | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52006894.html,,,,,,,"<a href=""""http://www.holaspanishfood.info"""" target=""""_blank"""" rel=""""nofollow"""">http://www.holaspanishfood.info</a>",,
120,http://www.bangmeshi.com/shop/meatlicious/,Meatlicious,ダイニング,Ekkamai,普通,"8 Soi Ekkamai 6, Sukhumvit 63 Rd.",091-698-6688,18:00-24:00 (L.O.22:30),-,なし,https://goo.gl/maps/xzMcX41sbCz,13.7263022,100.5832267,【肉】　あのGAGGANプロデュースの店　Meatlicious (ミートリシャス)  | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52174956.html,,,,,,,"<a href=""""http://www.meatliciousbkk.com"""" target=""""_blank"""" rel=""""nofollow"""">http://www.meatliciousbkk.com</a>",,
121,http://www.bangmeshi.com/shop/the-district-grill-room-bar/,The District Grill Room & Bar (Bangkok Marriott Hotel),洋食,Thong Lo,普通,"2F Bangkok Marriott Hotel, Soi 57, Sukhumvit Rd. ",02-797-0130,18:00-23:00 (L.O.22:30),VISA / MASTER / AMEX / DINERS / JCB,なし,https://goo.gl/maps/hkRRkXyudQR2,13.723169,100.580381,マリオットホテル内のステーキハウス「The District Grill Room & Bar」 | BANGKOK GIRLS NOTE,https://www.bangkok-pukuko.com/entry/thedistrictgrillroomandobar,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
122,http://www.bangmeshi.com/shop/hachikin/,土佐炉ばた 八金,居酒屋,Phrom Phong,普通,"12/15-16 Soi 26, Sukhumvit Rd.",02-106-3878(受付時間16:00-2:00),"平日・祝前日17:00-2:00 (L.O.1:30), 日祝17:00-24:00",VISA/ MASTER/ AMEX/ JCB,なし,https://goo.gl/maps/WoCJEURsEhR2,13.7284504,100.5678126,【炉】　土佐炉ばた 八金　(HACHIKIN)　at　Sukhumvit Soi 26 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52161930.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
123,http://www.bangmeshi.com/shop/kitaohji/,個室会席　北大路,会席料理,Thong Lo,高め,"212 Soi Thong Lo 8, Sukhumvit 55 Rd.",061-387-3207,"月-金17:00-23:00,土-日11:30-15:00,17:00-23:00",VISA/ MASTER/ DINERS/ JCB,なし,https://goo.gl/maps/dTT7Sg4hCqL2,13.7303911,100.5801332,【和】　接待にお勧め　北大路　バンコク　at　トンローSoi8 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52162063.html,,,,,,,"<a href=""""http://www.kitaohji.net/"""" target=""""_blank"""" rel=""""nofollow"""">http://www.kitaohji.net/</a>",,
124,http://www.bangmeshi.com/shop/kizahashi/,KIZAHASHI きざはし,居酒屋,Silom,普通,"4F 9/23-24 Soi Thaniya, Surawong Rd.",085-941-3141,月-日17:30-24:00 (L.O.23:00),,なし,https://goo.gl/maps/a3WQ6oQNLjQ2,13.7288959,100.5314009,【鉄】　いつ行っても美味しいお店　階・KIZAHASHI　at　タニヤ通り | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52170436.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
125,http://www.bangmeshi.com/shop/saboten/,さぼてん (Central World),和食,Chit Lom,普通,"3F Central World, Ratchadamri Rd.",02-613-1342,10:00-22:00 (L.O.21:15),VISA / MASTER / JCB,なし,https://goo.gl/maps/hvHvtdLiGgm,13.7472462,100.5349465,,,,,,,,,"<a href=""""http://www.saboten.in.th/main.html"""" target=""""_blank"""" rel=""""nofollow"""">http://www.saboten.in.th/main.html</a>",,
126,http://www.bangmeshi.com/shop/carnival-yakiniku/,カーニバル焼肉 (Eight Thonglor),焼肉,Thong Lo,普通,"2F Eight Thonglor, Soi Thong Lo8, Sukhumvit 55 Rd.","02-713-8312, 085-145-1722(日本語)",平日： ランチ：:11:30-14:00  ディナー: 18:00-22:30 (L.O. 22:00)<br />土日： 11:30-22:00 (L.O. – 21:30),VISA/ MASTER/ AMEX/ JCB,なし,https://goo.gl/maps/DPQqmyaxdvC2,13.7349567,100.5561118,【焼肉】　焼肉カーニバル　トンロー店　at　エイトトンロー | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52074311.html,,,,,,,"<a href=""""http://sushicyu.com/"""" target=""""_blank"""" rel=""""nofollow"""">http://sushicyu.com/</a>",,
127,http://www.bangmeshi.com/shop/ezoya/,寿し居酒屋 えぞや,居酒屋,Thong Lo,普通,794-796 Sukhumvit Rd. ,"02-712-4000, 02-712-2448","月-金15:00-24:00, 土日祝12:00-24:00",VISA/ MASTER/ AMEX/ JCB,なし,https://goo.gl/maps/b9oEHD6tRfJ2,13.7240235,100.5763128,リーズナブルにお寿司が食べられる「寿し居酒屋えぞや EZOYA」@トンロー | BANGKOK GIRLS NOTE,https://www.bangkok-pukuko.com/entry/ezoya-bangkok,【祝】　祝2周年！　寿し居酒屋えぞや Sushi Izakaya EZOYA　at　BTSトンロー真下 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52227314.html,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
128,http://www.bangmeshi.com/shop/uta-andon/,歌行燈 (Emporium),和食,Phrom Phong,普通,"2F Emporium Soi 24, Sukhumvit Rd.",02-664-8528,11:30-21:30 (L.O.21:30),VISA / MASTER / JCB,なし,https://goo.gl/maps/5MjyFmGDgLA2,13.7284504,100.5678126,,,,,,,,,"<a href=""""http://utaandon.com"""" target=""""_blank"""" rel=""""nofollow"""">http://utaandon.com</a>",,
129,http://www.bangmeshi.com/shop/genshiyaki-and-kamameshi/,北海道レストラン 原始焼と釜飯（エカマイ）,居酒屋,Ekkamai,普通,"15/1 Soi Ekkamai 12, Sukhumvit 63 Rd.","02-060-5503,097-007-9416","月-土 17:00-23:30(L.O.23:00), 日 16:00- 22:30(L.O.22:00)",VISA/ MASTER/ JCB,なし,https://goo.gl/maps/R5vNvQyRmvS2,13.7240233,100.5697467,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
130,http://www.bangmeshi.com/shop/yakiniku-azuma/,焼肉あずま,焼肉,Phrom Phong,普通,"12/3 Soi 31, Sukhumvit Rd.","097-294-2237（日本語）, 02-118-6337","月-金17:30-24:00(L.O.23:00), 土11:00-24:00(L.O.23:00), 日11:00-24:00(L.O.22:00)※ランチは土日祝の15:00まで",VISA/ MASTER/ JCB,なし,https://goo.gl/maps/LdaVpUYr4s22,13.7345076,100.5642855,バンコクで手軽で美味しい焼肉！焼肉あずま（AZUMA）＠ Sukhumvit soi 31 | サクのバンコク生活日記,https://www.saku-bangkok.net/entry/2016/10/20/204435,子連れ焼肉なら「焼肉AZUMA（あずま）」で決まりでしょ！@プロンポン | BANGKOK GIRLS NOTE,https://www.bangkok-pukuko.com/entry/yakiniku-azuma-bangkok,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
131,http://www.bangmeshi.com/shop/hagakure/,葉隠,会席料理,Ekkamai,普通,"8/1 Soi Ekkamai  6, Sukhumvit 63 Rd.","02-714-4131, 062-004-0063 (日本語)",17:00-24:00(L.O.23:00),Visa/ Master/ Amex/ JCB,日,https://goo.gl/maps/9jwSpgafNDr,13.7257789,100.5841506,【和】　アイアンシェフで勝利しました！　日本料理　葉隠　(はがくれ)　at　エカマイ　soi6 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52001669.html,,,,,,,"<a href=""""http://www.hagakure.co/"""" target=""""_blank"""" rel=""""nofollow"""">http://www.hagakure.co/</a>",,
132,http://www.bangmeshi.com/shop/katana/,刀 (Eight Thonglor),会席料理,Thong Lo,普通,"2F Eight Thonglor, Thong Lo Soi 8, Sukhumvit 55 Rd.","02-714-9818, 084-944-4158(日本語)",11:30-23:00,VISA/ MASTER/ AMEX/ JCB,なし,https://goo.gl/maps/gcEeWKPR74R2,13.7346262,100.5691365,【和】　個室ありの創作・日本料理レストラン　刀　KATANA　at　エイトトンロー | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52153558.html,,,,,,,"<a href=""""http://www.katanabkk.com/jp/"""" target=""""_blank"""" rel=""""nofollow"""">http://www.katanabkk.com/jp/</a>",,
133,http://www.bangmeshi.com/shop/hamaoka/,濱岡,会席料理,Ekkamai,普通,"2F The Horizon, 8 Soi 63, Sukhumvit Rd.","02-714-1117, 081-146-0620",17:00-23:00(L.O.22:30),VISA/MASTER/JCB,なし,https://goo.gl/maps/dVgUWqgN8wz,13.7213185,100.5826042,【祝オープン】　ジャパニーズダイニング　濱岡　at　エカマイ | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52053885.html,,,,,,,"<a href=""""http://hamaoka.co.th/index.html"""" target=""""_blank"""" rel=""""nofollow"""">http://hamaoka.co.th/index.html</a>",,
134,http://www.bangmeshi.com/shop/sumibiyaki-gen-2/,炭火焼 源,ダイニング,Ekkamai,高め,"267/31, Sukhumvit 63 Rd.","02-048-0008, 094-481-4499(日本語予約13:00-21:00)","月-土17:30-24:00(L.O.23:00),　日17:00-22:00",JCB,,https://goo.gl/maps/C1a82vvRTgQ2,13.7343322,100.5871699,【和】　落ち着いた雰囲気の和食ダイニング　炭火焼 源　at　エカマイSoi15と17の間 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52179543.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
135,http://www.bangmeshi.com/shop/hanabiya/,なにわ道　はなび屋,居酒屋,Silom,普通,"52 Thaniya Plaza Bldg.,2nd Fl.,Room 228-229,Silom Rd.",02-632-8544,"11:30-14:00, 17:00- 23:00",VISA/ MASTER/ AMEX/ DINERS/ JCB,なし,https://goo.gl/maps/XGdMB5yE2vD2,13.7290249,100.5312384,,,,,,,,,"<a href=""""http://www.hanabiya-bkk.com/index.html"""" target=""""_blank"""" rel=""""nofollow"""">http://www.hanabiya-bkk.com/index.html</a>",,
136,http://www.bangmeshi.com/shop/kuroda/,地鶏と地魚の店 黒田,居酒屋,Ekkamai,普通,"5, Sukhumvit 63 Rd.",02-381-2844,"11:30-23:00  (L.O.22:00, Buffetは21:30)",VISA / MASTER/ JCB,なし,https://goo.gl/maps/shLqjzumNsn,13.7214494,100.5820632,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
